3000 20000
1395 1471 -163
2571 1462 -2615
-2118 2537 -2815
-515 2513 -440
1622 -606 -1072
2142 385 -1315
-2220 2250 1546
454 -685 654
-2663 1626 -1682
-745 -2738 273
422 122 -2455
-486 2878 1056
1356 297 -480
-1835 9 786
-2314 818 1534
-1846 101 -171
1758 -1207 -1646
-549 857 1981
2256 2967 252
860 1568 2350
-691 1770 540
-2199 -2875 66
-1037 -2228 -2379
-2001 -395 897
-370 -2589 1942
-2055 -2212 2122
-1854 -1012 -1864
624 -436 -2372
1820 2102 1653
-2993 1731 2213
1538 -839 889
834 -1010 -332
-592 2814 -2006
2571 -398 2358
-1776 -272 -1110
1585 -2882 1181
1087 951 2928
-407 -1009 1585
-2995 -2730 -2991
-681 568 1343
-2952 -1222 1926
-1399 2889 -567
78 2807 1759
480 1988 -924
-2604 847 706
2255 -653 -1979
-742 -315 -2136
2936 2205 -1980
-1437 -948 1556
2074 2243 -1270
-1569 -1104 2659
2931 302 -1486
2700 2400 1471
53 -701 1010
2169 -581 1069
-1985 -2706 -478
1068 103 1277
276 1128 -2377
-2348 -2228 2696
44 -592 -453
-1922 518 -2772
-229 1544 2749
-2345 616 -2130
-154 899 -310
2541 1343 -1363
2225 -2503 -131
-1528 -934 1773
2168 657 1428
1214 1823 2431
1566 -1045 2096
-1238 2187 1010
1981 -2800 -1616
-1197 2798 -2561
1041 -267 -274
-141 1651 -2925
911 -2136 -1051
-466 81 692
-1565 -1732 -1358
-1609 -2875 -90
2758 -2747 -2839
-2192 969 1646
1409 -2002 -1335
980 389 -970
2473 1599 -741
1941 542 2139
1055 -2180 2334
2242 508 -877
-533 1306 -446
2954 2209 221
-1905 1669 845
162 956 -2173
-713 1471 -2900
2709 2496 -2087
1739 2581 2145
2291 -1652 742
546 587 -1099
1112 826 827
-2909 435 -1313
-2095 -1796 2805
1069 1722 716
1388 1540 2367
-1233 -1016 -126
-2452 266 615
1592 -885 2772
-69 139 2545
2414 2781 668
1228 -1062 -903
-1200 -426 -2280
2261 -770 449
2185 -65 733
1017 1386 991
255 -1265 -1139
524 -485 -1801
-584 1347 2805
2047 1788 13
-924 2148 798
680 -1153 2508
2715 275 -2621
300 1290 1250
1912 -2180 -2409
-1494 -1437 1596
-1300 -301 2798
-763 499 -2237
1926 797 2860
2180 389 2920
-986 -2690 473
212 2149 -1689
1399 -2439 2109
-1679 -1754 1119
-2327 1740 1283
900 2278 -1936
-211 250 2427
-2689 1227 -2709
1519 -214 1655
-484 -501 -2126
1627 460 1063
57 2245 2349
1595 512 378
-1205 -1291 235
-1041 2842 1891
1358 -855 -2917
-2162 586 -2096
2904 -1173 2483
1305 -2800 1074
2809 -1615 -2759
38 2027 277
1099 1177 1872
-2555 2658 2414
-2657 -1388 2279
-1265 1009 -914
-1746 1281 1034
927 2849 110
-2442 2176 -1457
2872 1514 2037
2840 -595 -1572
1947 -80 1648
-801 806 2471
-2714 -1692 1164
2975 95 924
-1904 894 179
-2464 967 -2337
347 1338 -2079
1276 -1814 885
14 -2997 -914
-1808 -2841 -1545
-184 2471 2670
900 -1203 -1202
1229 1588 1068
1421 50 -916
2021 2547 2157
943 561 -543
-389 -957 -2570
-2657 1328 -1287
-1655 748 -2443
941 2850 2509
2738 -1636 -1176
918 -409 1751
2289 976 -360
-816 -168 -2297
1397 -624 673
1974 2449 -2256
1286 2925 -1350
-2387 -1506 763
-2770 -2854 1951
-1380 1581 -195
2755 -2815 -1741
-2379 -1574 -1782
589 2842 2236
-2934 588 2811
-2211 635 2143
-1821 -983 1478
2018 167 -2039
-2768 -230 2951
146 1508 -1006
2795 -143 -1038
914 700 -1359
-76 -575 -1347
1232 -1643 -1535
66 -1214 785
-2856 -2 2071
-2706 -1172 -1603
-1759 -1708 -584
-1546 2419 846
-1663 214 -2263
-1119 1043 2301
1629 2561 2972
2190 -1331 1986
-836 -2380 -988
948 -403 2515
1796 -2753 177
-2038 -2831 713
2868 2791 -1852
-2851 622 -931
-1642 1968 -1274
1660 1718 2917
-1365 580 -157
-1177 -2588 -562
-2732 2014 -2101
569 2764 -924
-2400 1338 645
-1708 -34 -1697
-815 1600 2877
-2295 1602 1151
-615 -1214 -1712
-1239 2803 -509
-1827 2841 522
1799 1595 -1830
950 -8 -900
2747 -282 1344
-2552 2211 -91
820 2979 -2925
-2432 1721 1871
322 2884 1529
-2853 -1185 488
-658 -1745 1206
2203 -2176 -2672
-2022 -2416 2260
1529 -1905 997
-1841 -572 379
-2661 -1293 -1447
-2372 -1094 -1719
94 -1331 -1172
2719 -1294 160
-2998 -2156 -1303
-512 1908 -1519
-488 1580 2605
-944 -720 2587
2758 1060 -1341
-1080 691 248
-584 438 -435
1979 2126 -1038
2437 707 -2240
-2701 -1053 17
-1552 -461 2928
-681 2399 2202
621 -2336 -463
-2956 2198 225
2529 1724 2776
-554 -960 -2035
-598 646 -2653
-638 -2298 -1075
2350 1724 -830
2686 -367 2847
-2769 -1636 -1589
2142 357 2244
2639 -17 -1461
-1437 -2997 733
779 -594 -1256
2619 2876 810
-1955 1064 2623
676 1651 -2082
2740 -1757 1481
2132 -795 957
2224 -412 -850
-2092 2120 -1834
65 2714 648
1324 -1498 -2783
509 73 1673
-1313 1179 2317
-1820 -920 54
-504 1599 2871
-1614 1591 1921
1437 1979 -878
-2674 2901 -584
1228 191 -2397
361 1505 -1395
2189 -2994 -1414
2850 -2909 -1587
-2176 1763 -2692
2140 -1345 1531
31 -2319 1921
339 2409 1834
101 1848 335
2484 -560 -1951
965 2008 -829
-1554 1511 741
-1083 -1857 -1277
-2064 -1089 1319
2333 -1930 -2739
-1261 1882 2182
-2436 -705 1692
-321 -40 690
2406 2210 2773
-2733 2923 887
-2620 1167 -284
1400 -393 -104
-665 -2771 635
-1600 -1489 840
777 1700 1373
-2088 1547 1280
-1762 1322 -2264
-2139 2210 -2907
2738 2079 37
-1947 1378 -705
-2797 2135 1379
-844 978 1144
-2657 2080 -1594
75 2403 2358
-353 1442 300
1379 1226 -1873
-2714 2143 -1183
1623 -1207 122
-1862 1464 1774
445 -2856 -2724
-857 2914 -1434
-1356 -920 2774
-1219 -1860 -192
-2728 -2977 -2131
1725 -124 2746
-1892 2381 -81
-1095 60 2749
-2060 -1200 777
-1050 -2561 2841
-2805 136 1474
-1081 1978 -2556
1918 -2025 1886
1224 1699 -794
-2594 324 -1175
-1918 1753 2427
175 -1708 2777
2830 -2216 376
-59 2077 2170
-1625 -1335 63
-2483 -2627 -2887
1392 -2995 1816
2747 -2624 1964
1416 -2004 -2400
961 -1088 -207
-2671 2704 -1404
-2990 1320 -720
-908 179 184
2230 -2460 2073
-1414 2007 1962
-2571 -747 -494
-434 537 -711
-2296 1008 -918
1283 119 -2133
1587 -2442 -1600
-25 1141 -1663
1990 888 -979
1107 -476 -548
1846 2970 1133
575 2152 1615
-2204 2730 505
1182 -1067 -2751
-2292 -1662 932
2880 369 -2227
-2970 -163 620
494 -1345 155
1833 -38 178
1943 -1538 -2600
-2859 1257 1094
1435 -1487 -1333
-706 -107 -2253
2759 1497 -1519
-1596 677 -1296
909 2723 -1290
1545 -1788 -1730
2308 1475 -2924
-2988 -2034 1856
42 -123 -376
-714 2762 -2962
2688 1724 1440
-1239 628 2123
2891 -1334 -141
-102 -2477 2967
1995 998 1303
-1945 787 -2599
2555 -18 -1983
-1668 -1783 862
445 2376 1975
2713 -680 1159
1139 2599 -2310
747 -2032 -2773
1332 -2259 -2429
2307 -748 404
-22 -1336 -2810
-1875 -2781 213
-759 1957 -2799
2527 -2767 -650
1994 827 -1848
-2528 -2894 -2011
-436 -2853 -556
2770 -1373 972
431 -354 -2244
1418 2533 -347
2674 -2232 2534
98 -158 2748
527 2961 -2766
-2583 2754 -2394
-44 1023 -83
616 2934 -2689
-916 -1609 2969
1944 2250 -158
-2273 -525 1213
-1643 -2916 -1218
-1031 1740 224
-2063 2350 1626
64 1063 -1663
2827 -136 2243
2163 2725 -2716
2660 -1397 -1170
1304 570 -907
1481 2421 2292
2413 1892 2348
-1213 1261 -319
536 97 -240
2063 2934 847
2182 255 2212
-365 -1818 1439
-952 -1346 -2597
-2164 2500 -1305
2830 867 -1663
-3 -446 -1669
-173 -180 -1496
268 1222 -2896
-2298 -642 -2776
-1775 -1856 -2582
1474 797 -2767
1412 -1979 -795
-1636 -1823 -1542
-444 1730 -1227
-62 -2534 -2763
-109 1846 1929
-948 -543 -2819
327 -1867 1451
-1553 1644 -728
-1965 -2630 1106
1620 2201 -1547
434 1132 2332
1165 134 1698
-181 1085 -1203
92 584 1426
-2628 1960 625
1688 -172 2522
2690 180 -1015
-1497 -2693 663
40 2118 2898
-1960 -1733 -1243
1421 2251 529
-6 1179 296
-2334 -95 2408
-779 629 -1587
-456 -2453 -2556
-1427 2592 -1338
-1586 -1216 -1926
-2699 2458 157
-2364 792 82
-913 -2503 1093
163 2898 1089
2162 1970 163
1810 2261 595
2210 -1660 1448
1797 -2842 1565
-1951 689 884
169 -954 1891
1732 -359 1582
2491 21 -2695
-721 1538 712
1209 2978 753
-1781 2177 859
-2149 -364 2202
1748 2991 -2184
2330 -1098 933
1407 -2465 2623
-924 -2449 -1965
266 1602 -2896
2096 2738 -1923
-279 914 1767
2450 -1766 -2499
679 1457 -644
-2055 1225 507
963 2886 -1122
1949 -236 -2841
1971 -2237 987
-2272 -1151 864
-651 96 1448
1077 -2885 2154
1034 1373 901
924 -459 327
-1556 40 1418
2569 -1453 -1007
1855 39 1650
2812 2301 -1476
1199 -1857 1925
-1864 2347 1459
2001 480 -2
798 -45 -1471
834 -1540 -1227
1326 -2343 -2591
-1710 -2812 21
2042 -2504 -868
453 1552 -1397
-18 1876 -177
-1520 -163 -593
1492 1151 -2795
-592 1896 2303
697 -2178 -1053
1329 -1371 -976
1088 -2615 2510
-2936 367 65
-2964 -2331 -1296
-593 -705 -686
-776 -2018 -675
771 -2328 -2421
2141 -1146 286
-2614 -2304 2399
2881 -2937 2449
1768 -2352 2981
644 -1694 2246
831 2763 846
-1731 511 -1542
-364 -268 2186
-3000 2709 2308
-2877 1530 2471
1843 -659 1050
281 435 2587
865 416 317
-730 2977 1352
872 -913 -2205
-19 1073 516
1244 1928 -1370
-2684 -594 -811
-940 -672 -2113
-2772 1728 -576
609 -1198 -928
-219 2173 1582
-2445 -2266 2165
-1851 -1919 -1668
-491 -1994 2856
1960 -2775 1847
3 671 -2371
-443 -686 -1952
778 -74 939
2377 2489 2718
-62 655 -2020
-2041 338 -1618
-1042 -290 -116
504 1281 -2635
-2500 2714 1692
324 440 1579
-2487 948 1643
-2835 -1186 -297
-919 1671 -1102
-1836 -2002 2331
-2036 -2511 -2751
2346 246 -864
787 2653 567
2027 2442 1805
-34 -2650 951
230 -2347 -1999
1032 -1223 -387
-388 1702 8
-307 2960 -25
-1244 -1257 -2893
2707 -986 2221
-2960 -1721 -189
-187 -2961 -1666
-1045 2508 -2619
-1207 556 2485
-1295 2682 -2489
-2853 -913 708
1567 -2419 2284
1775 -2096 2519
-2777 1474 -2877
-2043 1455 -1489
-1825 57 -1559
-2519 -2294 -2620
1083 -497 -2533
991 -1241 949
-7 -1640 968
757 -613 -441
2276 -1699 1523
378 599 1811
2528 -495 2062
-2402 1263 986
-352 34 559
2508 -2716 -190
-146 1955 1624
-2320 2317 -1252
741 -257 660
-442 -2635 821
-1498 -1742 -2525
-2030 -2856 -640
-485 492 -118
-598 49 -488
399 -500 722
-2111 -2562 -1248
106 -2317 -314
-1018 -889 -2490
2546 -1630 -297
229 -207 -1175
-1583 2190 1909
-500 2688 692
1613 -1384 -2217
2261 1819 -1601
-1749 -2344 -2286
-1966 -962 -2835
2144 -1191 -1823
-1157 -1405 694
-2251 -845 -2392
88 -1771 -2105
-1114 -46 -1164
2405 566 -2958
-1359 1252 -46
840 -2903 -589
-1525 -1079 1817
1507 904 802
-2407 -2565 -1460
680 -898 -461
-2506 -352 -2522
-2032 -58 -2827
2722 -692 -2235
1008 -2787 2303
661 -774 -2423
2312 2053 -2527
-62 2367 865
-1653 251 2834
-1749 1531 -861
195 2843 2943
-1365 537 -1184
-2561 2203 68
1877 120 -1701
-1099 2818 728
-2261 -2346 2301
770 854 -1205
-2195 1359 790
-876 1949 -2901
1828 1450 -758
2190 -105 2009
-1113 -654 963
-2262 -1230 2882
1706 2711 459
-1633 -1019 2282
2634 -679 -2354
2662 -1713 -2328
-1295 2310 608
-585 -1347 1667
-264 -1500 -960
-2689 -2962 -1597
2618 2864 2768
-1190 -270 -2854
2529 -2367 -2062
465 -1292 -2929
435 1280 2299
1323 -955 -605
-1031 -1643 456
-2667 -1362 2471
1927 -1280 -483
-1668 -690 -2272
1416 -2357 2675
1242 -2671 503
436 -1368 1704
-165 488 809
2249 1433 2476
1662 -1007 -2576
-2339 1962 2166
2637 2868 -2547
1424 -1983 -1919
1068 2284 -2001
-1880 -875 2019
-1494 -152 -2288
-1017 -2175 -1068
2207 885 -1287
-1299 470 260
-2728 1989 2593
-681 732 975
2985 2524 2139
1531 -1816 -1505
333 669 154
-2170 2885 2900
2583 1536 -1710
1494 -645 2457
-709 1565 -2417
383 2345 263
2976 1572 1461
-2353 -1097 1782
-2678 2395 -1321
2262 513 -797
45 1850 -387
-68 -2402 1806
379 1172 139
-1194 2835 -655
-685 676 -1167
-1175 -2596 -2925
1116 2317 1074
1660 1914 762
74 -549 2029
-901 -1867 1342
-2826 -2397 -2753
-1552 536 -2256
-790 1803 182
-736 40 -2224
874 -746 1571
-1393 2800 1173
-1942 -2669 1127
-2535 -174 -108
-1589 -127 2704
-571 -989 -1079
-1691 245 -849
120 -1670 733
-2828 764 -1739
2923 -2250 2009
-2308 2084 876
321 2862 2380
2984 987 -60
-1201 -1588 308
2542 1687 2819
-997 386 2384
-402 -368 -1608
1740 -850 -2556
237 -2087 -2653
-863 1405 -2884
2044 -1167 -2126
49 -1541 -1804
304 304 -1901
503 -2871 1571
-2520 456 1574
-2584 539 923
1362 -69 -2830
1455 964 -519
591 -1601 2595
-84 2299 -2388
804 2848 -2531
-1813 557 2156
1269 632 -1867
-2026 -2250 2750
-1584 2323 -172
-359 2491 1320
-503 -2658 32
-656 -2297 -2967
601 -2509 -1197
-2142 1209 -213
-1978 -681 1548
2922 2622 -1783
2505 406 -2382
-1835 966 2578
-180 -2242 1898
1988 -1580 1722
-2251 -1658 -129
-2966 2222 654
1403 2036 1542
529 -2125 -748
-172 -2021 1374
703 -852 190
1949 -547 -224
2895 -157 2778
1405 -1230 -1257
-2869 -1695 -1988
-2815 -2343 684
748 2464 2142
-408 353 -752
-2712 -311 -1159
-1649 -2788 -289
1065 814 -2638
-1381 1427 577
1009 -2529 -669
1216 515 142
2635 -1151 -2021
706 -1128 -1688
1832 1145 2135
-2371 -2946 39
2535 -2700 1625
2672 -1244 -1943
1552 1342 1041
-2727 -1037 -958
-2135 -448 -2089
-1002 -1810 -1237
-937 -2557 -307
2309 -37 -678
406 1259 2617
-890 2362 322
2714 747 -1035
990 -1219 1080
-2899 2096 2386
-432 935 -1353
560 1248 2101
-2558 1874 172
-2884 526 -1510
-1639 2881 1479
-1255 -2789 414
166 307 -554
-219 -1074 937
-351 -2927 2219
2372 2297 2026
583 2786 2044
-1182 -2376 -1846
1915 1464 1045
-409 1188 -2054
1441 1909 57
-1453 -1116 -2
975 1884 -123
931 -2678 -1463
1851 -2486 -235
-1410 39 -1619
1371 998 2532
1622 2620 502
-383 656 981
1859 1393 -2108
132 1804 -1685
2948 1108 -1855
1969 1823 2938
-1345 43 1959
-480 -1341 -2854
-1250 -935 -1942
-629 -2329 1097
-1254 -1084 2423
282 1412 2599
-1595 839 -2018
-1368 -2949 -2645
1022 496 1440
-801 -1274 -1276
-2480 -301 1169
2375 -953 -1664
-415 -2835 -2169
-2275 2863 -2013
-647 451 -822
-1806 883 2916
-1647 465 -1379
1517 -585 20
-1090 -2331 -1796
-1005 -1273 2746
-929 2492 2448
-540 2144 -2175
1887 664 -968
-57 -1965 -417
-1645 -726 -473
602 -1731 628
-1739 -1290 -1940
104 1382 937
-135 -785 -3000
335 2577 -411
1491 985 -1140
2808 1486 2359
2539 1845 1979
1361 -2020 -1119
2039 1630 -1619
722 -315 140
448 -1768 -853
964 346 -2816
2129 -944 86
-306 -785 -2590
2860 -2841 -2328
2098 -94 -2334
923 -1203 -218
1576 -546 368
-1394 1782 -376
-2176 1574 1258
2507 1576 -1523
-188 2572 -1131
-2322 -2123 2290
2921 23 729
1155 137 1288
-1048 -2590 1609
-2173 -368 76
350 -510 -1232
-2219 -250 -2667
1749 2139 1268
2394 -1753 -1475
-967 1942 628
-2037 135 -1417
-205 1121 -2475
-1982 -311 335
1327 -506 2707
-1421 672 -1106
-1448 1619 2926
-1821 -505 -2877
1384 -494 -611
775 1883 2289
-1938 2983 2062
1114 199 -1448
2753 364 -2290
-967 -1308 2038
887 1309 2240
-2531 230 2028
2648 -2239 361
2881 1235 1945
-129 2698 1096
1903 -1043 -2702
2204 -2366 -404
-102 2287 1688
2823 1982 2171
2268 1535 -2943
848 884 35
2551 625 1381
2383 -942 1290
-654 -1205 1941
2194 -2236 -2092
1852 -1220 1829
-2401 -1219 -2421
586 2208 2172
414 2673 1802
1644 39 -2338
-2932 224 1488
-2255 -868 1559
-1681 -2816 -241
-1711 -2257 -309
-1142 -2782 2707
-1234 -739 2720
1565 -843 2989
2501 -2484 -252
357 497 -1934
2791 1213 -913
-1244 -2445 -1549
1458 2219 -2948
2803 2163 2021
2079 1139 1715
-914 -104 -552
-582 340 -1698
687 -2147 -22
-2362 924 -416
2678 2440 -1759
84 -1123 -1644
-231 -2017 2477
1067 -1500 260
2336 1439 2053
27 -2769 -2993
-2298 -1152 -203
714 2016 -953
1920 -781 -631
1275 2126 113
-2264 -2415 -547
-1850 105 -929
-2580 -125 -157
-2849 758 2370
2803 1334 1144
-2899 2035 -1159
-1762 -1926 -2956
-1654 869 2101
-1994 -2303 999
883 986 2401
1564 -975 1945
-1410 218 1080
-540 619 1945
-709 382 -1552
-1843 1509 -871
-485 -2293 930
434 1288 192
-1433 52 2102
-1736 2461 -1419
-1442 376 -2267
473 -953 -790
-2853 -1284 -637
2225 -1894 -444
2489 2438 885
-1800 -914 -1386
-1567 -2204 1128
-947 -2892 -599
107 1191 -1787
2337 -1427 -2341
102 -1127 1407
-1647 758 805
2919 2574 943
1733 -128 2123
-1871 2707 1232
-582 -2469 2729
2313 -1756 -494
-428 -1184 -2283
-2553 2011 -456
2309 -293 941
-1096 -260 439
-192 -1406 2829
-2782 2077 -2550
1466 -822 -457
-2728 -2793 -2716
1556 -1210 2828
-1510 -2075 -2935
665 882 2781
-2119 276 -2095
409 1011 -1239
-1985 1721 1535
35 -2563 507
-304 1947 -2593
1948 2586 -1658
546 -492 1235
2625 -2774 -176
-323 -2033 270
532 47 2005
-1777 1105 -2753
-1913 -2084 -2617
-1487 -2337 138
686 82 1965
231 312 -1667
2085 -367 -1661
155 929 -912
1244 -1180 946
2119 1312 -1856
-2137 -1306 -2488
-446 -2835 1141
-2308 585 -231
-2458 -2898 -1768
454 -288 2325
1674 838 -2591
-2311 -237 -2657
2087 -2730 395
-2557 -2726 -987
-2384 2284 -1872
-1196 904 1271
1790 1779 2200
2227 162 1734
1209 -2496 -1623
313 2951 -217
1693 1152 -2167
-888 1671 2996
1856 -137 -1553
1924 2678 2615
2310 -1296 146
-2435 -2267 1849
1348 910 -1219
2672 -2121 -1397
1131 1624 -439
-1838 -2159 -122
651 -471 2159
1697 -710 -1958
-1919 304 500
2513 1778 -798
-2948 1260 -2719
-2139 -2590 -983
-1823 -517 1493
-1111 2530 -1981
-2228 -2978 -1583
950 -1479 -2459
-2373 2818 -1774
-1612 683 915
-2934 -953 -2330
1726 3000 -123
1833 2552 -1149
-2287 1208 269
-1503 -2862 -1988
769 -2994 -179
552 -397 -555
-358 1937 -256
331 -2889 1606
1436 -2356 -1540
2292 2489 -680
1815 762 -440
-2635 -2235 2962
2869 -1896 1575
-1966 2578 -1157
589 542 -1049
217 -2324 1366
478 696 310
-73 1389 789
480 -603 2442
-1092 435 -2697
-957 -1041 377
-701 -715 2415
1427 49 2223
-1492 2626 2754
2515 2947 -393
1903 -1524 2961
2361 -1575 -920
345 2487 2192
-1784 -756 -984
2197 362 -274
1967 -1294 1469
308 85 1689
-1599 -441 2413
920 848 -1229
1185 113 1119
-2847 1231 -1950
682 703 -2985
2897 -1408 -2450
185 -55 -328
747 246 -496
-78 -1171 2751
72 -2576 -1075
726 -440 -1709
-1811 -2993 333
-2247 882 -239
830 -1621 576
2984 -2015 -2647
1634 1390 -302
-654 -406 1666
1890 299 -2322
-623 -1499 1146
1601 1713 -289
2207 -1601 -1072
-605 -552 1489
1331 2445 -1242
-1322 1061 -1316
1727 -1807 2128
-251 794 2914
1543 684 297
2245 886 -2011
2028 2023 1123
-1024 -671 1574
-660 -2593 1699
996 -901 -1758
583 -1617 -823
1627 2249 2536
311 -1086 1975
2352 -481 2576
1584 1864 2820
-1504 -1420 -1140
1624 -1180 -935
401 -1030 -13
2331 -783 -1667
1496 -2983 -275
-2453 2775 2581
2722 -1228 1482
1111 1619 226
640 -2377 1938
1742 2875 -2390
1395 2108 -1437
2887 497 -1885
-2265 1862 181
2119 -24 244
-846 -1860 -2043
-2232 2057 2648
1585 -814 2598
-158 -2023 -2818
-2647 -1231 -1430
-2614 -1582 -1306
568 2123 -1508
-134 -882 2097
1800 1512 -825
485 -2784 14
-2762 2708 -498
1094 -527 2691
-68 -461 144
-432 48 540
-655 -2196 2835
-412 -1439 -789
200 -979 2695
-2706 -1221 -434
2614 -127 1303
1541 2238 -1228
-116 379 -966
-1658 233 2219
-146 1002 1692
-30 1031 -2512
-2191 -2901 1716
2963 190 1011
-381 1448 399
460 -2724 -1805
2025 1176 2397
-1770 -390 -377
931 -2165 1931
1230 1808 2661
888 -2497 -2986
-2464 146 -1691
1650 1182 2835
754 -865 2417
-2139 2784 -1151
-2137 -1137 2732
489 -2623 -1828
271 2237 1474
856 1203 2137
1910 1372 -2380
-1916 -92 483
1194 -1517 1970
-2888 2314 2437
157 2721 -1804
1886 -422 1109
1110 -1467 94
1679 -1625 1624
-1293 51 2811
-2823 25 -1789
2145 -1598 -2186
-1792 -1926 -1462
173 -1598 218
-292 418 1599
1097 1971 -1197
-801 -2165 -2436
-1419 -1749 -2274
-698 2093 -1967
2377 -1436 1664
221 -2877 -1195
1686 -605 2282
-2027 1148 -1214
-1005 -364 218
163 -543 2594
-468 -775 -1040
-575 1720 -2975
-835 2539 1115
1109 -1137 -2066
-534 2001 -782
-484 2011 1865
2307 -2931 -2414
660 -572 414
2847 1960 -565
-1772 -1536 -1781
2355 2661 -2068
-1916 1912 2168
-1905 -2324 709
1042 2875 728
2511 2879 -23
-2823 -284 -2482
-1777 -1450 710
-1097 -282 755
1956 -1025 -2629
-1976 -1200 -1089
-94 1758 -216
2066 -168 -923
-2587 2949 -2173
-2806 -1395 1453
2416 -2683 880
64 -2354 2735
-541 395 -17
-1042 -776 -1274
-2435 -1063 -2
-1812 -66 -947
1364 1778 -2825
996 -1589 1509
-1764 2562 215
-1280 -2383 -333
-207 893 2035
1747 -2575 -815
-377 2067 -1743
1099 291 1244
-2345 2198 -361
-2410 698 534
-723 -2981 513
-2390 -842 -1166
-2344 2619 2318
1292 -9 -1778
-1307 2297 -358
-1360 -1886 1307
2882 -1651 1594
2995 1486 1673
2448 2078 -2708
2797 1984 416
-1834 153 -2682
2659 -68 -27
1884 1587 -1207
-1175 -2462 1713
2345 -1493 -1901
474 2279 -1671
16 -2914 1543
2964 860 -2368
-1116 -2224 2899
-665 -1042 -1238
-1747 2189 2269
-1872 2374 2394
-1649 -1477 -1140
-1310 2803 -2722
-2069 1228 -1522
337 2982 1576
-2640 1130 2654
-1739 -2551 -363
1526 2788 2720
2435 -261 2263
210 -1034 2194
-1928 -2795 1514
361 2101 -1632
-70 -558 2164
-208 676 789
-998 -536 -837
-2154 -2274 -1036
691 1979 -1333
-576 753 -2003
-1609 -843 2637
-2468 -363 -2501
-530 2521 -81
-1714 1692 -340
818 2174 -1119
596 -2630 2045
-1137 -2290 2748
2218 -955 1854
2666 -2633 1076
922 1007 -609
2522 275 -827
761 -767 121
-2383 -879 2093
-1724 -474 -739
-2113 2063 1057
1911 2741 -376
-2218 2264 -2177
-2313 1107 -2171
1004 -540 -1248
-784 -341 -770
1279 -1550 -1269
-659 -364 2316
972 2693 -2085
1195 699 1744
-1423 -2579 -1729
-1900 28 -2179
251 -721 2753
1933 1854 -1655
-406 -644 -2772
612 2435 976
-1188 2284 -20
-1951 -1289 -1377
-2699 -1628 2574
2136 635 694
564 1115 662
1536 -1715 -1911
466 1845 -2909
-2658 -2164 -523
2871 -917 285
-1544 72 2405
152 -2675 -1639
-271 -2692 914
-1988 49 366
995 -853 -996
-1613 1302 -1689
132 1620 1658
2883 1075 -1555
-1060 595 -2349
-120 2739 2665
-1016 -2914 -2609
-474 -878 982
241 366 -2498
-1058 -2938 1268
1351 1372 -2322
-2469 -1919 -217
-2402 -2138 -1256
106 2520 -1314
957 2017 361
876 -2236 781
2997 2352 2280
-501 1217 856
-483 2627 -994
-2127 -211 2975
-341 2059 -2656
2386 922 -2030
-247 -1176 -1046
969 -641 -2570
-1781 2780 1949
1770 -1812 -1973
1132 -1798 748
800 -882 -2756
-174 -651 -1778
170 2190 -1053
-1252 -2230 -2502
-2249 -2880 -119
808 -1778 582
2376 -2277 980
-2520 1617 -1950
-2033 -2416 2467
-2756 312 -139
-1496 -2563 2200
-1723 2579 2344
2974 -2833 1961
780 -253 -1889
-1623 2842 784
2042 -2029 -2565
2785 -1651 -2720
456 -2048 -1556
-1365 459 1802
562 -147 -1474
-2526 -2836 1845
2009 -2609 1163
-35 585 -968
-1168 -1596 -396
1853 -2030 228
-1239 1632 1666
-2788 250 -1711
-655 -2617 -1714
-8 2752 -2123
2029 -1222 1464
-809 -2085 -1544
-149 266 -2038
1550 -2568 1068
2667 625 1455
-2331 1036 2361
357 2700 -959
315 2796 841
-2569 -835 1413
-1645 -2995 -1855
1739 42 2159
-881 716 -1446
2320 2039 -2769
976 2867 2270
2172 -1588 -1064
1422 -2868 -620
-950 -2248 -897
-404 1560 1490
-1487 -1040 963
2802 -1227 -411
1041 -906 -2526
1535 2547 198
-838 -2166 -2899
-1108 251 -1165
-1069 1148 1391
2459 750 2073
-1402 394 -2899
128 -2274 2995
767 2818 -1061
-526 -1316 1119
2656 1325 -1213
29 -1679 2812
2457 -2748 -1063
825 1111 -1571
1549 -230 2968
2030 1948 -867
2112 1606 1913
760 -1038 1711
-2567 -515 -1788
-2726 689 2520
33 683 2687
2157 -2430 -2720
1140 2849 -2177
-616 -205 -2608
1611 2267 -1063
525 1299 2655
679 596 1332
-2829 -2892 -1730
470 -1801 2366
-2761 715 -2031
-1550 2232 1025
-2391 -2218 377
399 2909 1920
2522 2494 131
1358 -59 2768
2536 666 1890
-2850 2242 2660
186 -2597 -2798
2730 2369 949
1397 -2917 -689
-818 491 -1670
-522 1144 2028
-730 -2567 1251
-394 2953 -1026
-560 2834 675
2351 -1954 -2255
-228 2701 -1670
-1305 181 -2091
1611 -1541 -2995
-2167 2132 1031
-1738 -2756 -1155
370 2682 922
-2572 -1000 1583
-1318 1134 -2670
-382 1855 2273
1764 1048 -1679
-1677 -796 -2980
-782 -946 -2319
1162 -476 428
